0 1.0
1 -24.0
2 288.5
3 -2315.6666666666665
4 13960.375
5 -67419.83333333333
6 271664.36805555556
7 -939350.6369047619
8 2845071.2535962304
9 -7667211.775573191
10 18613495.797350362
11 -41115385.05020316
12 83319783.3822
13 -155978617.44934455
14 271339955.4641278
15 -440857666.0583261
16 671951117.5705081
17 -964532387.7660128
18 1308361369.645822
19 -1682288311.1592236
20 2056023789.8470836
21 -2394347758.9699492
22 2662892637.4130425
23 -2834107793.4380355
24 2891934322.031837
25 -2834107793.4380364
26 2671701932.975303
27 -2426270035.925937
28 2125490650.5930276
29 -1798440975.716425
30 1471502046.208119
31 -1165548777.9245777
32 894647178.4290915
33 -666107333.9600518
34 481506278.09078884
35 -338217730.5169544
36 231035053.23842287
37 -153595206.05575097
38 99451017.16410023
39 -62758100.284522325
40 38622598.120866776
41 -23194900.9068095
42 13601229.466807328
43 -7791869.587621059
44 4363300.329667797
45 -2389571.8466037894
46 1280467.3796307687
47 -671681.1449620815
48 345062.8782633614
49 -173684.07236186456
50 85689.40295074842
51 -41454.45749661089
52 19672.398487696468
53 -9161.024146410778
54 4187.782628638874
55 -1879.8568145655136
56 828.9107940078734
57 -359.14517466466464
58 152.9479152803948
59 -64.04068215395242
60 26.371233443692248
61 -10.682830325834253
62 4.2583244199425625
63 -1.6707052410799834
64 0.6453219702569486
65 -0.2454577264111022
66 0.09195882535709887
67 -0.03394287306387167
68 0.01234451606148515
69 -0.0044262770998760165
70 0.0015632918863243998
71 -0.0005457112778306764
72 0.00018658148750094728
73 -6.420370610577317e-05
74 2.052102146406482e-05
75 -7.72055439254784e-06
76 1.5694376655484304e-06
77 -1.446793522145164e-06
78 -4.800527568587555e-07
79 -7.859833787848341e-07
80 -6.903800594329345e-07
81 -7.198872567637677e-07
82 -7.108911600165625e-07
83 -7.136008277115038e-07
84 -7.127943789927713e-07
85 -7.130315697923985e-07
86 -7.129626189785534e-07
87 -7.129824324308077e-07
88 -7.129768036091446e-07
89 -7.129783847388253e-07
90 -7.129779455361362e-07
91 -7.129780661962157e-07
