0 1.0
1 -15.0
2 113.0
3 -569.6666666666666
4 2161.0
5 -6577.133333333333
6 16724.555555555555
7 -36536.44761904762
8 69985.55873015872
9 -119386.89700176369
10 183609.03216931218
11 -257112.3193522527
12 330516.14934316714
13 -392718.88905119576
14 433835.4405423619
15 -447822.5110240996
16 433835.4405423619
17 -395960.2785790136
18 341635.9161955424
19 -279497.7215093469
20 217409.1886545645
21 -161186.55242270132
22 114155.8047244011
23 -77386.70459532231
24 50308.301617826626
25 -31416.502358588696
26 18875.684703820734
27 -10927.092814644115
28 6103.0657673358
29 -3292.8837951358764
30 1718.2893048490178
31 -868.1226177238309
32 425.0833435625934
33 -201.9256073641577
34 93.1374283660781
35 -41.74853082488684
36 18.200784371097576
37 -7.723243821760551
38 3.1921364699691868
39 -1.2859682650994237
40 0.5052736289280204
41 -0.1937475980095188
42 0.07254620272859136
43 -0.026539862662333352
44 0.00949143384345745
45 -0.003319693803045946
46 0.001136350595737844
47 -0.00038060068895451
48 0.00012504973927627465
49 -4.0060604635818294e-05
50 1.2774705416051449e-05
51 -3.801078129633178e-06
52 1.2991629613467075e-06
53 -2.405324623453333e-07
54 2.1567358911897506e-07
55 8.295910142026717e-08
56 1.2087752647704084e-07
57 1.1023375804005173e-07
58 1.1316997002266942e-07
59 1.1237370914602733e-07
60 1.1258604537979855e-07
61 1.1253035062995692e-07
62 1.1254472346862572e-07
63 1.1254107322388444e-07
64 1.1254198578506976e-07
65 1.1254176115462414e-07
66 1.1254181561048974e-07
