0 810208.3927575384 inf
1 6482567.142060306 112.5
2 26334922.76461999 124.61538461538461
3 72117546.95542091 136.51685393258427
4 149400509.91467115 148.27118644067795
5 249331992.45149451 159.92037699057525
6 348766761.097754 171.48955943426364
7 420217350.6084228 182.9967976309356
8 444889775.06102604 194.45421758604442
9 420217350.6084228 205.87139733480254
10 358379062.49408126 217.2549340435949
11 278654366.4079675 228.61068560471688
12 199120705.26856905 239.94231593837006
13 131646652.04595628 251.25409832158633
14 80989506.22766718 262.54746525855313
15 46592188.73650691 273.82694878885803
16 25172514.680841014 285.09038225563575
17 12820563.598931419 296.34714834289724
18 6175975.540954796 307.5826876455178
19 2822385.104254463 318.83244650388616
20 1226877.186089703 330.01936272742796
21 508520.9383435109 341.3309707675149
22 201414.65801553125 352.2997301289744
23 76386.22751626784 364.15601423279026
24 27789.10455815682 373.5341586790249
25 9714.01498863606 390.08800788351425
26 3267.834085253782 385.46581408898584
27 1059.448939376165 451.0175421574339
28 331.4634613977466 322.3708437020331
29 100.1990078079501 216907.30311140395
30 29.299732953758916 100.15391200229413
31 8.29667565447918 40.99786880853078
32 2.2773142665877892 10.338548677085575
33 0.6065011664304729 2.9014125338791996
34 0.1568617423096598 0.7621673597403286
35 0.03943157708066632 0.19637075147455768
36 0.009641752766920697 0.04906859877460699
37 0.0022950031419429182 0.01193702986407405
38 0.00053212325751611 0.0028271113557419886
39 0.00012029052697274557 0.0006524145692817789
40 2.6502574528461536e-05 0.0001467930625972663
41 5.720301407613667e-06 3.2222877779320933e-05
