0 1.0
1 -35.0
2 613.0
3 -7163.0
4 62821.0
5 -441063.8
6 2582245.0000000005
7 -12966200.257142859
8 57001803.400000006
9 -222870211.22857144
10 784669041.4342859
11 -2512732149.0987015
12 7379471422.500261
13 -20014323083.466103
14 50426862789.01884
15 -118631983304.94504
16 261750420406.47366
17 -543765258041.2366
18 1067266098854.1838
19 -1985214366842.402
20 3509250471411.452
21 -5909832108452.298
22 9503212113142.93
23 -14621552755440.902
24 21565594547434.848
25 -30543897568706.23
26 41607706899796.8
27 -54594432391540.58
28 69094032411607.47
29 -84450268723334.94
30 99802892638595.97
31 -114168520555904.44
32 126549319287908.53
33 -136051960541705.62
34 141996453395532.9
35 -143996200939912.47
36 141996453395532.9
37 -136266669741657.19
38 127351025861996.6
39 -115988385464453.06
40 103017084729351.62
41 -89280401294476.88
42 75546015297376.12
43 -62448193942314.766
44 50456159071977.78
45 -39867323339456.25
46 30820619417318.203
47 -23323336736806.914
48 17284630378786.922
49 -12549794440833.04
50 8930991429293.332
51 -6231916243737.049
52 4265481376053.215
53 -2864826441162.8135
54 1888712103647.872
55 -1222694943864.5767
56 777495300964.8547
57 -485782748401.10205
58 298320868446.73315
59 -180115236748.5561
60 106946426368.61743
61 -62467014159.55054
62 35902080340.676025
63 -20308830802.310585
64 11309806715.619385
65 -6202054063.541832
66 3349869997.8188324
67 -1782507109.7779417
68 934633711.8909388
69 -483004977.67543364
70 246066348.38727212
71 -123603619.7571984
72 61231364.31503686
73 -29920134.67949012
74 14423837.804333821
75 -6861268.987901673
76 3221150.0189467184
77 -1492708.2180213612
78 682918.6605792907
79 -308506.2461248039
80 137634.9618920387
81 -60650.01944878022
82 26401.923578896385
83 -11355.545686119971
84 4826.226856029896
85 -2027.2297500571058
86 841.659061793267
87 -345.4673431103356
88 140.1752770775019
89 -56.26443445915146
90 22.311450155509874
91 -8.773515186553954
92 3.390166903818848
93 -1.3183551956803017
94 0.48490858710660656
95 -0.19843347794948496
96 0.05781979644654939
97 -0.037284511576721094
98 -0.002348235160009489
99 -0.015052335675177345
100 -0.010478859489716916
101 -0.012109009417207762
102 -0.011533662383975699
103 -0.011734754550930595
104 -0.011665145723907746
105 -0.011689011607458437
106 -0.011680906213044994
107 -0.011683633261632695
108 -0.011682724245436794
109 -0.011683024470969385
110 -0.011682926215340537
111 -0.011682958082030974
112 -0.01168294783916619
113 -0.01168295110237975
